num,URL,Title,Post,tags,hubs
548,https://habr.com/ru/post/548,В коллекцию псевдо-гаджетов 2,,"['iPod', 'Apple', 'fake']",['IT-компании']
549,https://habr.com/ru/post/549,Windows Vista: теперь без ограничений,"Из блога Windows Vista Team стало известно о пересмотре Microsoft своей лицензионной политики на счет новой ОС Windows Vista. Ранее была распространена информация о том, что перенос лицензии можно производить всего лишь один раз, однако теперь данный «барьер» повержен, соответственно это открывает безграничные возможности для энтузиастов и пользователей, которые постоянно обновляют системные компоненты или полностью обновляют свой ПК. Подробнее можно прочесть на сайте Windows Vista Team.","['Microsoft', 'Windows Vista', 'ОС']",['IT-компании']
550,https://habr.com/ru/post/550,Неоднозначная новость для WP-коммьюнити.,"Гуру хотел быть с вами, но не осилил.",['Mithgol'],['WordPress']
551,https://habr.com/ru/post/551,Кнопка «Цитата»,"Если не сложно, прикрутите скрипт, который бы цитировал выделенный в статье или комменте текст. Вроде, это уже стандартный функционал форумов и т.д. Вбивать каждый раз руками -&gt;blockquote&lt; — слегка утомляет, да и вероятность ошибки возрастает.","['quote', 'цитирование', 'цитата', 'комменты']",['Habr']
552,https://habr.com/ru/post/552,Никнеймы на хабр и вообще.,"С одним коллегой решили провести эксперимент, в котором пытаемся выяснить, как люди выбирают или придумывают себе ники, и понять стоит ли за этим какое-то правило/желание/психология/привязанность. Пусть это будет маленький Хабрэксперимент. Хотел бы спросить у Хабровцев, по какому признаку вы придумали себе ник. Если будут желающие которые захотят рассказать о своем нике, будем признательны.","['социалогия', 'ник', 'социалогический опрос']",['Чулан']
553,https://habr.com/ru/post/553,В Microsoft признали популярность Linux,"Итогом прошедшей серии переговоров стало подписание между компаниями Microsoft и Novell соглашений о разработке, продвижении и поддержки новых решений для улучшения совместной работы продуктов Novell и Microsoft. Благодаря новой модели сотрудничества лидирующих поставщиков программного обеспечения заказчики получат беспрецедентный выбор гибких решений с улучшенными возможностями взаимодействия между Windows и Linux и управления этими системами. <a name=""habracut""> «Говорили, что это невозможно, но теперь это реальность. Новая модель сотрудничества представляет собой настоящую эволюцию наших отношений, и мы уверены, что заказчики сразу оценят все ее преимущества, — говорит Стив Баллмер, главный исполнительный директор Microsoft, — и мы рады работать с Novell, которая традиционно сильна в разработке технологий для смешанных сред» . Соглашение с Novell стало вторым прецедентом заключения договоренностей между Microsoft и разработчиками ПО с открытым исходным кодом. Первый подобный договор компания заключила с Zend. Интересен и тот факт, что Microsoft прекратила сотрудничество с Zend за два дня до появления сообщений о партнерстве с Novell.","['Microsoft', 'Novell', 'Zend', 'Linux', 'соглашение', 'Windows', 'Стив Баллмер']",['IT-компании']
554,https://habr.com/ru/post/554,Оценим по полной,"А вы уже обратили внимание, что на Хабре стало возможным голосовать за редакционные тексты? Ну теперь-то точно знаете! С этого момента мы, хабровцы, сможем принять более точное решение читать/не читать, а редакции будет известно хабрамнение про свои материалы. Счастье-то какое! Голосуем","['хабрахабр', 'голосование', 'редакционные тексты', 'демократия']",['Чулан']
555,https://habr.com/ru/post/555,Как заработать на holy wars,"Один из завсегдатаев одной из самых живых Mac-тусовок  ru_mac_fuck  решил подзаработать на любви блоггеровъ к холиварсам и сделал сайт AppleVsMicrosoft.com. Сомневаюсь, что заработки блоггера превысят доходы среднестатистического сайта от AdSense, но почин весел, забавен и прекрасен. хехе — PS: Ну, кто сделает linuxvsmicrosoft.com? :)","['holy wars', 'windows', 'apple']",['IT-компании']
556,https://habr.com/ru/post/556,Забил свой первый болт в Хабр,"Сабж. Кроме того, меня можно добавить в друзья или просто поднять карму, просто так.",['linker'],['Чулан']
557,https://habr.com/ru/post/557,Хабравиджет для Opera,"Наш пользователь Евгений Дроздов прислал письмо. Он попросил сделать виджет для браузера Opera, «чтобы в нем можно было оперативно читать новости вашего сайта прямо на своем рабочем столе». Поскольку не являюсь пользователем этого браузера, слабо представляю, о чем говорит Евгений; как создавать виджеты – то же не представляю. Может быть среди хабралюдей кто-то мог бы решить эту проблему?","['Хабрахабр', 'браузеры', 'Opera']",['Habr']
558,https://habr.com/ru/post/558,В России заблокирован доступ к Livejournal?,Что случилось с жж?,['lj'],['IT-компании']
559,https://habr.com/ru/post/559,Живой журнал не работает из-за «технической профилактики»?,"Как сообщается на LiveJournal Status Report, она должна была завершиться в полночь по PST. Тем временем обеспокоенные пользователи пытаются связать отключениес «Русским маршем» или с отъездом Антона Носика из России. «Он уехал в Будапешт и отключил на это время журналы», — делится своими абсурдными предположениями на условиях анонимности один из пользователей жж.","['LiveJournal', 'русский марш', 'Антон Носик']",['IT-компании']
560,https://habr.com/ru/post/560,Рекомендации любых товаров,"Раздел рекомендации можно дополнить подразделом «Другое», где каждый может рекомендовать что угодно, в том числе товары (книги, кинофильмы, автомобили, бытовая техника и проч.). Каждый юзер сам ставит ссылку и составляет описание. Может, дать народу порезвиться таким образом? Здесь есть еще и скрытый смысл. Хабр, наверное, сможет в будущем зарабатывать на партнерских программах.","['партнерская программа', 'рекомендации']",['Habr']
561,https://habr.com/ru/post/561,Подробности Google Code Jam 2006,"Хотя сразу после финала Google Code Jam Петя Митричев был разрываем на части журналистами, тем не менее он нашел время переправить TTB свои фотографии с GCJ, а также дать кое-какие пояснения по сути происходившего. <a name=""habracut"">  Петр Митричев (слева) и гуглер Виктор Куликов (справа). В ожидании церемонии награждения. Все фотографии можно найти здесь. А также Подробный обзор Google Code Jam 2006 Еще информация о событии","['спортивное программирование', 'Google Code Jam', 'Петр Митричев', 'Go']",['Спортивное программирование']
562,https://habr.com/ru/post/562,Положение Митричева на 1-ом месте в рейтинге TopCoder стало менее устойчивым,"После прошедшего 3 ноября TopCoder SRM 325 извечному сопернику Петра Митричева aka Petr (Москва, Россия) за первое место в рейтинге TopCoder (а рейтинг TopCoder фактически является мировым рейтингом по спортивному программированию в индивидуальном зачете) Томашу Чайка aka tomek (Варшава, Польша) удалось сократить отставание от Петра на 68 очков, и в итоге их сейчас разделяет каких-то 24 пункта. <a name=""habracut""> Тем не менее, Петя все еще первый, а также неизменна 1-ая позиция России в рейтинге стран. На данный момент Польша уступает более 100 очков. Томаш Чайка и стал победителем этого матча. А Митричеву досталось 3-е место. В десятку лучших удалось войти Павлу Маврину aka pashka (Санкт-Петербург, Россия) и Дмитрию Коржику aka dmytro (Винница, Украина). Кстати, Павел Маврин на состоявшемся на прошлой неделе Google Code Jam занял 7-ое место. Приятным событием этого матча стало то, что Сергей Банкевич aka bankevich (Санкт-Петербург, Россия) «покраснел», т.е. перешел в высшую лигу игроков TopCoder, что обозначается красным цветом ника пользователя. Подробнее здесь.","['спортивное программирование', 'конкурс', 'Петр Митричев', 'TopCoder', 'С']",['Спортивное программирование']
565,https://habr.com/ru/post/565,Возможность установки нейтральной кармы,"Предлагаю реализовать возможность установления нейтральной кармы для пользователей, за которых ты уже голосовал. А то получается, к примеру, что ты проголосовал «в плюс», а потом тебе не очень понравились, к примеру, действия пользователя, но в минус загонять ты его не хочешь, просто вернуть ситуацию «на ноль». Ну, или наоборот. А то как-то дискретно получается слишком.","['карма', 'рейтинг']",['Habr']
566,https://habr.com/ru/post/566,Приглашения,"Хочется иметь возможность отправить своим друзьям приглашения зарегистрироваться на Хабре. Было бы неплохо, если бы в это приглашение автоматически добавлялись адреса хабраблогов, которые администрирует отправитель. Если пользователь зарегистрировался по приглашению, то сразу бы устанавливалась дружественная взаимная связь, а на внутреннюю почту отправителя приходило бы письмо о регистрации.","['приглашения', 'друзья', 'хабрахабр']",['Habr']
567,https://habr.com/ru/post/567,Хабражизнь по системе Станиславского,"Я робот. Механическая машина, читающая данные, посланные с удаленного компьютера. Мой IP изменен. Есть специальные программы, которые его могут спрятать или изменять. Я витруал. В сущности, я всего лишь новый аккаунт, созданный с несколькими низменными целями: голосовать за карму, плюсовать и минусовать комментарии, или писать вот такие вот посты. Я не единственный. Нас много. Но дело не в этом. Я хочу поделиться с вами правдой. Карма – это не самое главное. Количество друзей в первом круге не влияет на ваш рейтинг. Оценка ваших сообщений в блогах влияет значительно меньше на рейтинг, чем оценка ваших текстов. Комментарии! Пишите хорошие и умные комментарии. Если у вас есть свой блог – голосуйте за хорошие комментарии в нем. Рейтинг вашего блога возрастет. К вам придут новые юзеры. Они вступят к вам в секту и прочитают ваши новые сообщения. Развитие – ключ к нирване. И еще бла-бла-бла. Все это игра. Интересная!","['карма', 'хабрахабрв', 'витруал']",['Чулан']
568,https://habr.com/ru/post/568,Вышла Акавита 5.0 beta плюс форумы,"Барахлившая на этой неделе Акавита восстала из пепла во всей своей обновленной красе. В частности выпущена версия статистики 5.0 beta и запущен форум по интернет-технологиям. Ну если с обновлением системы статистики все ясно — дело нужное, то зачем Федору понадобился форум не совсем понятно. <a name=""habracut""> Насколько можно судить, это все в русле гуманитарных интересов «человека-акавиты». Федор Короленко — создатель и хранитель Акавиты — всегда отличался радикальными взглядами в отношении коммерческих вопросов. Например, игнорировал письма рекламодателей, желающих разместить у него свои баннеры. И в этот раз в ответ на просьбы пользователей статистики все-таки уведомлять о периодах неработоспособности службы заблаговременно CyBeer товарищи фашисты из акавиты! неужели трудно предупредить заранее, что ваша статистика не будет работать, чтобы люди могли свалить от вас заблаговременно, что вы за звери, а? прозвучало Fed CyBeer, вали! :) Ну что ж, учитывая заслуги Федора перед белорусским интернетом, давайте всем миром возрадуемся обновлению Акавиты и забудем о ее временной неработоспосбности.","['Беларусь', 'Akavita', 'Федор', 'Короленко']",['Социальные сети и сообщества']
569,https://habr.com/ru/post/569,Секреты оптимизатора,"Поскольку я этим не занимаюсь, а лишь готовлю почву для их работы, пишу то, что некоторым известно, а многим интересно. 1) Заголовки Last-Modified и If-Modified-Since <a name=""habracut""> Для правильного индексирования поисковиками вашего сайта каждая страница должна выдавать заголовок Last-Modified и корректно обрабатывать запросы с условием If-Modified-Since. Если страница не менялась с указанного в запросе времени, сервер должен выдавать «HTTP/1.1 304 Not Modified.» Пример php-кода для самого просто случая, когда скрипт содержит все данные: <blockquote>header(«Last-Modified: ». gmdate(«D, d M Y H:i:s»,filemtime($_SERVER['SCRIPT_FILENAME']))."" GMT"");</blockquote> Вставить в начало каждой страницы. <blockquote>Добавлено: В других случаях, вместо «filemtime($_SERVER['SCRIPT_FILENAME'])» нужно подставить последнюю дату изменения данных, выводимых на этой странице.</blockquote> 2) Gzip-сжатие <habracut></habracut> Существенно сокращает время загрузки странички. Php-код, вставить первой строкой: <blockquote>ob_start('ob_gzhandler');</blockquote> 3) Правильное кеширование картинок браузером <habracut></habracut> Картинки должны кешироваться минимум на месяц. Для HTTP-запроса картинки должен выдаваться заголовок вида «Cache-Control: max-age=999999» Для этого нужно вставить <blockquote>ExpiresActive On ExpiresByType image/gif «access plus 3 month» ExpiresByType image/jpeg «access plus 3 month»</blockquote> в .htaccess в корне сайта. Для тех, у кого не загружен модуль, добавить <blockquote>LoadModule expires_module libexec/mod_expires.so AddModule mod_expires.c</blockquote> в начало. 4) Исправление проблемы с «Options +MultiViews» <habracut></habracut> Для тех, кто использует «Options +MultiViews» — возможны проблемы с поисковиками. С настройками «по умолчанию» в Apache у него возникают проблемы с выбором файла (php-скрипты не имеют mime-type). Для лечения этой проблемы вставьте <blockquote>AddType text/html php</blockquote> в .htaccess в корне сайта. 5) Зеркала <habracut></habracut> Если у вашего сайта есть зеркало, для избежания возможного бана в поисковиках вставьте <blockquote>User-Agent: * Host: www.сайт.ru</blockquote> в robots.txt в корне сайта. 6) Хосты www.сайт.ru и сайт.ru <habracut></habracut> По адресу сайт.ru должен выдаваться заголовок «HTTP/1.1 301 Moved Permanently». Будет, например, правильный подсчёт ТИЦ. 7) Добавьте своё :-)","['SEO', 'оптимизация', 'веб-дизайн', 'Apache', 'PHP']",['Веб-дизайн']
570,https://habr.com/ru/post/570,"СУП: «Нам тоже не совсем понятно, что там происходит»","Один из немногих толковых материалов о том, что происходит с ЖЖ написали в РИА «Новости». <a name=""habracut""> <blockquote>""… Проблема произошла в Калифорнии (где находится физический сервер с данными). Сведения, которые поступали от них, говорят о том, что проблема связана со сбоем питания"", — сказал Николай Данилов — шеф-редактор компании «Суп». Тем самым Данилов опроверг сообщения ряда СМИ, которые в субботу распространили информацию об отключении только российского сегмента «Живого журнала». «Сейчас livejournal работает нестабильно: то не работает вообще, то какая-то его часть вдруг начинает работать», — добавил он. По словам собеседника агентства, сбои возникли в data-центре американской компании Six Apart, которой принадлежит «Живой журнал». При этом он отметил, что пока не располагает точной информацией о причинах сбоя. «Нам тоже не совсем понятно, что там происходит», — сказал Данилов. В свою очередь, директор по маркетингу компании «Суп» Иван Засурский сообщил РИА Новости, что накануне на главной странице «Живого журнала» была размещена информация о проведении плановых работ по настройке серверов. Засурский не исключил, что именно это привело к приостановке работы сервиса. В то же время в новостном разделе компании Six Apart, размещенном в «Живом журнале» (этот раздел относится к числу функционирующих), содержится запись от 3 ноября. В ней — предупреждение о проведении «ремонтных работ на одном из двух источников питания» с 22.00 до полуночи того же дня. «Во время поведения этих работа возможно ухудшение работы LiveJournal», — говорится на сайте. Пресс-секретарь находящейся в Сан-Франциско компании Six Apart сказала корреспонденту РИА Новости по телефону, что причины сбоев сейчас выясняются. Сейчас в Сан-Франциско ранее утро. Телефоны в европейском и японском офисах компании не отвечают. </blockquote>","['Six Apart', 'жж', 'Иван Засурский', 'Николай Данилов', 'сбой']",['IT-компании']
571,https://habr.com/ru/post/571,Microsoft открыла официальный сайт Zune,"Microsoft наконец открыла официальный сайт своего плеера Zune. Было объявлено о том, что как только откроется магазин Zune Store, MSN Music перестанет продавать музыку. Официальным сайтом Zune отныне является Zune.net Теперь на MSN Music появились ссылки на Zune.net, а с 14 ноября все ссылки на покупку музыки будут указывать на Zune Store и Real Rhapsody. В магазине будет действовать своя валюта, так называемые Microsoft Points. Пользователи будут их покупать и тратить на покупку отдельных песен и альбомов. Эта же система будет работать в Xbox Live Marketplace. Отдельные песни будут стоить около 79 Microsoft points (примерно $0.99). За $14.99 в месяц можно будет подписаться на сервис и скачивать неограниченное количество музыки.","['Microsoft', 'Zune', 'Real Rhapsody', 'Microsoft Points']",['IT-компании']
572,https://habr.com/ru/post/572,МЕТА старается выглядит современно,"""Украинская поисковая система «МЕТА» начала переход на новую версию портала"", — сообщает пресс-служба компании. Уже изменился дизайн главной страницы сайта, страниц выдачи результатов, новостей и каталога. <a name=""habracut"">Новый дизайн выполнен в светло-серой гамме. Активно используются AJAX-элементы, которые, почему-то, называются «режимом Web 2.0». К сожалению, никаких инноваций разработчики не предложили. Функциональность новой версии находится на уровне Яндекса, выпущенного еще в 2004 году. И самое печальное — изменения не коснулись качества работы поисковой машины. МЕТА проигрывает и Гуглу, и Яндексу, и даже Рамблеру.","['МЕТА', 'поиск', 'Украина']",['Чулан']
573,https://habr.com/ru/post/573,Mail.ru приносит искренние извинения,"Недавно на почтовых серверах mail.ru произошла авария. Некоторым несчастным пришло следующее письмо. <a name=""habracut""> <blockquote>Здравствуйте. К сожалению, содержимое Вашего почтового ящика было уничтожено из-за аварии на нашем сервере, без возможности восстановления. Приносим Вам свои искренние извинения. С уважением, Мария. Служба поддержки пользователей </blockquote>","['Mail.Ru', 'авария', 'почта']",['IT-компании']
574,https://habr.com/ru/post/574,Текст слов,"Всем, надеюсь, хорошо известно, что дизайн — это визуальный интерфейс информации. Будь то контакт кисти с дверной ручкой, или коммуникация на эмоциональном уровне. Вот тут важный момент. (Об этом, конечно, уже писал Самизнаетекто, но видно не все его читают.) Нельзя давать скрипту расставлять ваши слова. Даже, когда решение кажется таким простым и прямолинейным. <a name=""habracut"">  Гоните ваших программистов в код, и не давайте им возможности вылезти туда, где происходит контакт посетителя сайта с информацией. Программисты — хорошие люди, и они пытаются максимально эффективно делать свою работу. Любите их, и следите за тем, что они делают.","['Идиотизм', 'юзабилити', 'програмирование', 'дизайн']",['Чулан']
575,https://habr.com/ru/post/575,Обновленная версия PHP 5.2.0.,"PHP Development Team объявила о выходе обновленной версии PHP 5.2.0. Это – очень популярный и повсеместно используемый скриптовый язык, который особенно хорошо подходит для веб-разработки и может быть внедрен в HTML. Язык пользуется популярностью, в частности, потому, что в нем есть много общего с C, Java и Perl и потому, что он дает возможность разработчикам быстро писать динамически создаваемые страницы. В текущей версии представлен новый менеджер памяти для Zend Engine, добавлено расширение JSON, появилась возможсность создания и редактирования файлов ZIP, добавлен новый режим ошибок E_RECOVERABLE_ERROR, новые возможности управления информацией о дате и времени, обновлены библиотеки SQLite, PCRE, OpenSSL, MySQL и PostgreSQL, исправлено множество ошибок в системе безопасности. PHP 5.2.0 – это наиболее стабильный релиз на сегодняшний день и рекомендуется для установки всем пользователям. Источник: 3DNews","['PHP', 'язык программирования', 'создание сайтов', 'PHP 5.2.0']",['Веб-разработка']
576,https://habr.com/ru/post/576,Google подарил проекту Samba 20 000$,"Андрей Тридгель, один из участников данного проекта, выразил свое восхищение данным поступком на странице сайта news.samba.org. По его словам, данные деньги помогут поддержать разработчиков, которые не могут позволить себе приезжать на конференции, устраиваемые проектом Samba. Полный текст новости...","['samba', 'google']",['Настройка Linux']
577,https://habr.com/ru/post/577,О главном,"Ссылка с логотипа на главной странице на главную же страницу — это совсем не круто даже по меркам Web 1.0. Пунктирное подчёркивание в главном меню — это типа WebTwoPointZero? Пунктиром обычно обозначают ссылки, нажатие на которые не приводит к перезагрузке страницы. Вообще, главное меню сейчас — один из самых незаметных элементов интерфейса.",['habr'],['Habr']
578,https://habr.com/ru/post/578,Opera открыла сайт для разработчиков,"Первое, что бросилось в глаза: логотип в стиле Web 2.0 (тут вам и зеркальное отражение букв, и плашка beta). Однако стоит лишь слегка опустить взгляд, и вот она — отличная статья, содержащая профессиональные советы по написанию и применению JavaScript. Ещё ниже статья об Ajax, и три — об SVG. dev.opera.com →","['Opera', 'JavaScript', 'Web-development']",['Веб-разработка']
579,https://habr.com/ru/post/579,Хабрадружба на Digg,"Мне очень нравится Digg, но среди моих знакомых практически никто его не использует. А мне ведь интересно за что голосуют близкие по духу люди. Так почему бы нам не дружить на Digg? Оставляйте свои Digg-ники в комментариях.","['digg', 'дружба']",['Чулан']
580,https://habr.com/ru/post/580,Meebo хорошеет,"Meebo — это лучшая веб-система обмена мгновенными сообщениями. С её помощью можно зайти во все популярные сети мгновенных сообщений без установки отдельных программ. Пару дней назад Meebo серьезно обновилась. Улучшился дизайн, стало возможным отображение чат-окон в отдельных окнах браузера, появилась возможность перетаскивать свои контакты по списку, а также внесены другие мелкие изменения. <a name=""habracut"">Meebo, в первую очередь, заботится об удобстве пользователей. В ней нет рекламы, ей можно пользоваться без регистрации, не говоря уже о том, что система абсолютно бесплатна. Кроме того, благодаря волонтерам, Meebo переведена на очень много языков. Ну и самое главное — интерфейс Meebo очень прост и удобен.","['meebo', 'im', 'общение']",['Мессенджеры']
581,https://habr.com/ru/post/581,Хостеры растут быстро как никогда!,"Решил развить тему, поднятую Денискиным в предыдущей записи. Приведенные далее графики отображают изменение количества доменов, обслуживаемых нейм-серверами хостинг-провайдеров (т.е. делегированных на них), нарастающим итогом с начала года. Для составления графика были выбраны 15 хостеров с наибольшим количеством обслуживаемых доменов на нейм-серверах. <a name=""habracut"">  На графике видно, что отрыв двух лидеров – Хостинг-Центра и Мастерхоста от остальных хостеров по приросту доменной базы с начала года очень значителен. Выделим лидеров в 1-ю лигу. Прирост основного количества хостеров (2-я лига) за 10 месяцев этого года находится в промежутке от 0 до 5500 доменов, поэтому есть смысл показать эту часть графика более подробно:  Из увеличенного графика видно, что во 2-ой лиге наибольший прирост показывают Спейсвеб и 1Гб.ру. Агава, двигавшаяся в начале года вровень с лидерами 2-ой лиги, с приходом лета стала сдавать позиции и сейчас заметно отстает. МТВ, сильно выросший в феврале за счет киберсквоттерских доменов, не обладает конкурентоспособной скоростью роста и держится несколько хуже своих коллег. На графике можно явно выделить подгруппы хостеров по 3 штуки: два плотно конкурирующих + один, отставший за время летнего затишья. Первая подгруппа: Спейсвеб, 1Гб.ру + Агава. Вторая: Инфобокс и Петерхост + Валуехост. Третья: Русоникс, Хайвей + Мажордомо. Что скажете? :) При построении графиков использовались данные с сайта stat.nic.ru (Top-200 DNS-Серверов).","['хостинг', 'статистика', 'stat.nic.ru']",['Хостинг']
582,https://habr.com/ru/post/582,Выпуск 8GB Pod Nano RED Special Edition,"Хочется поздравить всех любителей продуктов компании Apple и ipod в частности. Объявлено о выходе нового плеера «8GB Pod Nano RED Special Edition», как видно из названия он относится к линейке Nano. Теперь вы можете носить с собой 2000 композиций. <a name=""habracut"">В США плеер в продаже по цене 249$. Слово RED в названии не случайно, часть денег с продаж (10$) пойдут в специальный фонд (с одноименным названием) на борьбу со спидом в Африке. Фонд RED был создан участниками группы U2 для привлечения внимания к проблеме СПИДа в Африке. Благодаря популярности группы удалось привлечь несколько крупных компаний для выпуска соответсвующих продуктов. Вот и до Apple очередь дошла.","['apple', 'ipod', 'mp3', 'ipod nano', 'RED', 'СПИД', 'благотворительность', 'U2']",['IT-компании']
585,https://habr.com/ru/post/585,2000 Пользователей на Хабре!,"Заметил, что сегодня Хабр перешагнул важную отметку в две тысячи зарегистрированных пользователей! По этому случаю поздравляем Денискина и всех нас с тем, что нас так много, надеемся на этом не останавливаться. <a name=""habracut"">  Ну и хабрапосиделки уже надо, а то идея витает в воздухе не первый день.","['хабрахабр', '2000']",['Чулан']
586,https://habr.com/ru/post/586,SEO на Хабре,"Хабр растет, развивается, а тема SEO до сих пор практически не затрагивалась. И это несмотря на то, что тут бывают такие люди, как Ashmanov, gray, Sadovsky, wolf,… Вот недавно создан этот блог, надеюсь он будет жить! Вряд ли он разовьется до масштабов forum.searchengines.ru, но думаю, многое из мира SEO будет интересно уважаемой хабрАудитории. Например вот ответы А. Садовского на вопросы от оптимизаторов Также надеюсь, здесь не будет топиков типа «Ура!!! у меня ТИЦ вырос!!» или «Почему я по запросу валяние валенков упал с 39 позиции на 47??». В общем предлагаю подписываться, писать, читать!","['SEO', 'поисковая оптимизация']",['Чулан']
587,https://habr.com/ru/post/587,Ссылки на людей,"Хочется ссылаться на людей по-человечески. Какой-нибудь короткий спецтэг типа &lt;lj user=«имярек»&gt;, а лучше — еще более простой синтаксис.","['хабрахабр', 'пользователи', 'тэги', 'разметка']",['Habr']
588,https://habr.com/ru/post/588,Поиск хабраюзеров в рейтинге,В рейтинге как-то неожиданно появились сразу все существующие пользователи… Можно было бы сделать функцию поиска себя среди десятков страниц.,"['идеи для сайта', 'рейтинг', 'юзеры']",['Habr']
589,https://habr.com/ru/post/589,Virtual Earth: теперь в 3D,"Как и было обещано ранее, сегодня Microsoft объявила о добавлении «нового измерения» в свой сервис поиска по картам Virtual Earth. Теперь есть возможность просматривать 3D изображения некоторых американских городов, со всеми постройками и небоскребами, на которых даже можно разглядеть текстуры и виртуальные рекламные щиты. В настоящий момент в 3D виде доступны всего лишь 15 городов США, но к концу следующего года планируется расширение их числа до 100, включая крупные города мира. Основным отличием нового сервиса от Google.Earth является то, что он запускается прямо в браузере (естественно, IE only), хотя небольшой плагин для него все-таки придется скачивать. maps.live.com →","['Microsoft', 'Live Local', 'карты']",['IT-компании']
590,https://habr.com/ru/post/590,Новые комментарии,"Сейчас очень сложно отслеживать появление новых комментариев. Было бы очень удобно, если возле информации об общем количестве комментариев стояло бы еще и число новых, если я уже их читал ранее. А перейдя к чтению комментариев новые как-то помечались, или цветом, или фоном, или еще как. Почему это важно, да потому, что в интересной мне теме я не вижу были ли комменты, и часто даром теряю время заходя в топик и пытаясь понять написал ли кто-то еще или нет. А введя эту фишку и народу было бы очень удобно, и дискуссии бы развивались более активно.",['комментарии'],['Habr']
